Timestamp,Region,Load_kW,Peak_Demand_kW,Energy_Consumed_kWh,Voltage,Current,Power_Factor,Load_Factor
2025-10-22 22:30:00,Balochistan,13446.92,13446.92,13446.92,223.23,60.24,0.886,0.866
2025-10-22 22:45:00,Balochistan,13587.73,13587.73,13587.73,242.38,56.06,0.886,0.875
2025-10-22 23:00:00,Balochistan,8395.0,0.0,8395.0,236.02,35.57,0.908,0.541
2025-10-22 23:15:00,Balochistan,8492.88,0.0,8492.88,228.44,37.18,0.913,0.547
2025-10-22 23:30:00,Balochistan,8432.55,0.0,8432.55,228.37,36.92,0.887,0.543
2025-10-22 23:45:00,Balochistan,7746.36,0.0,7746.36,232.52,33.31,0.887,0.499
2025-10-23 00:00:00,Balochistan,7634.59,0.0,7634.59,227.73,33.53,0.915,0.492
2025-10-23 00:15:00,Balochistan,8359.68,0.0,8359.68,229.41,36.44,0.988,0.538
2025-10-23 00:30:00,Balochistan,8570.88,0.0,8570.88,231.29,37.06,0.928,0.552
2025-10-23 00:45:00,Balochistan,8309.39,0.0,8309.39,227.17,36.58,0.904,0.535
2025-10-23 01:00:00,Balochistan,8250.34,0.0,8250.34,228.4,36.12,0.978,0.531
2025-10-23 01:15:00,Balochistan,8480.51,0.0,8480.51,229.83,36.9,0.88,0.546
2025-10-23 01:30:00,Balochistan,8289.42,0.0,8289.42,234.54,35.34,0.91,0.534
2025-10-23 01:45:00,Balochistan,8587.55,0.0,8587.55,232.23,36.98,0.884,0.553
2025-10-23 02:00:00,Balochistan,8585.31,0.0,8585.31,231.55,37.08,0.916,0.553
2025-10-23 02:15:00,Balochistan,8347.29,0.0,8347.29,228.61,36.51,0.967,0.538
2025-10-23 02:30:00,Balochistan,7889.6,0.0,7889.6,226.91,34.77,0.91,0.508
2025-10-23 02:45:00,Balochistan,8402.89,0.0,8402.89,221.3,37.97,0.888,0.541
2025-10-23 03:00:00,Balochistan,8701.5,0.0,8701.5,233.69,37.24,0.903,0.56
2025-10-23 03:15:00,Balochistan,8387.14,0.0,8387.14,231.85,36.17,0.981,0.54
2025-10-23 03:30:00,Balochistan,8499.48,0.0,8499.48,233.71,36.37,0.934,0.547
2025-10-23 03:45:00,Balochistan,8246.58,0.0,8246.58,234.4,35.18,0.897,0.531
2025-10-23 04:00:00,Balochistan,8335.68,0.0,8335.68,219.82,37.92,0.928,0.537
2025-10-23 04:15:00,Balochistan,8046.87,0.0,8046.87,228.49,35.22,0.927,0.518
2025-10-23 04:30:00,Balochistan,8056.7,0.0,8056.7,221.39,36.39,0.964,0.519
2025-10-23 04:45:00,Balochistan,8351.06,0.0,8351.06,228.75,36.51,0.888,0.538
2025-10-23 05:00:00,Balochistan,8333.25,0.0,8333.25,229.24,36.35,0.888,0.537
2025-10-23 05:15:00,Balochistan,8400.07,0.0,8400.07,222.57,37.74,0.918,0.541
2025-10-23 05:30:00,Balochistan,8446.82,0.0,8446.82,229.27,36.84,0.953,0.544
2025-10-23 05:45:00,Balochistan,8132.35,0.0,8132.35,223.23,36.43,0.897,0.524
2025-10-23 06:00:00,Balochistan,7851.35,0.0,7851.35,237.95,33.0,0.981,0.506
2025-10-23 06:15:00,Balochistan,8123.17,0.0,8123.17,230.16,35.29,0.96,0.523
2025-10-23 06:30:00,Balochistan,8369.27,0.0,8369.27,239.87,34.89,0.917,0.539
2025-10-23 06:45:00,Balochistan,8590.65,0.0,8590.65,229.81,37.38,0.891,0.553
2025-10-23 07:00:00,Balochistan,8577.97,0.0,8577.97,224.0,38.29,0.912,0.552
2025-10-23 07:15:00,Balochistan,8800.21,0.0,8800.21,239.23,36.79,0.911,0.567
2025-10-23 07:30:00,Balochistan,8385.9,0.0,8385.9,228.19,36.75,0.901,0.54
2025-10-23 07:45:00,Balochistan,8654.53,0.0,8654.53,225.64,38.36,0.892,0.557
2025-10-23 08:00:00,Balochistan,7886.92,0.0,7886.92,222.74,35.41,0.886,0.508
2025-10-23 08:15:00,Balochistan,8261.76,0.0,8261.76,232.01,35.61,0.961,0.532
2025-10-23 08:30:00,Balochistan,8453.18,0.0,8453.18,227.45,37.17,0.912,0.544
2025-10-23 08:45:00,Balochistan,7887.15,0.0,7887.15,228.68,34.49,0.982,0.508
2025-10-23 09:00:00,Balochistan,11352.31,0.0,11352.31,226.88,50.04,0.976,0.731
2025-10-23 09:15:00,Balochistan,11610.06,0.0,11610.06,233.53,49.72,0.957,0.748
2025-10-23 09:30:00,Balochistan,11350.5,0.0,11350.5,233.07,48.7,0.95,0.731
2025-10-23 09:45:00,Balochistan,11696.92,0.0,11696.92,233.1,50.18,0.967,0.753
2025-10-23 10:00:00,Balochistan,10898.29,0.0,10898.29,228.43,47.71,0.927,0.702
2025-10-23 10:15:00,Balochistan,10955.39,0.0,10955.39,232.28,47.16,0.895,0.705
2025-10-23 10:30:00,Balochistan,11339.45,0.0,11339.45,237.15,47.82,0.962,0.73
2025-10-23 10:45:00,Balochistan,11871.42,0.0,11871.42,223.71,53.07,0.986,0.764
2025-10-23 11:00:00,Balochistan,11192.5,0.0,11192.5,233.31,47.97,0.883,0.721
2025-10-23 11:15:00,Balochistan,11711.9,0.0,11711.9,235.3,49.77,0.919,0.754
2025-10-23 11:30:00,Balochistan,11729.89,0.0,11729.89,216.06,54.29,0.972,0.755
2025-10-23 11:45:00,Balochistan,11542.89,0.0,11542.89,221.15,52.2,0.898,0.743
2025-10-23 12:00:00,Balochistan,11409.97,0.0,11409.97,231.91,49.2,0.986,0.735
2025-10-23 12:15:00,Balochistan,11194.47,0.0,11194.47,230.45,48.58,0.913,0.721
2025-10-23 12:30:00,Balochistan,11110.11,0.0,11110.11,236.1,47.06,0.896,0.715
2025-10-23 12:45:00,Balochistan,11252.02,0.0,11252.02,239.86,46.91,0.881,0.725
2025-10-23 13:00:00,Balochistan,11233.24,0.0,11233.24,228.83,49.09,0.99,0.723
2025-10-23 13:15:00,Balochistan,11332.77,0.0,11332.77,229.5,49.38,0.915,0.73
2025-10-23 13:30:00,Balochistan,11513.96,0.0,11513.96,223.68,51.48,0.888,0.741
2025-10-23 13:45:00,Balochistan,11466.55,0.0,11466.55,233.94,49.02,0.982,0.738
2025-10-23 14:00:00,Balochistan,11626.06,0.0,11626.06,232.94,49.91,0.956,0.749
2025-10-23 14:15:00,Balochistan,11053.05,0.0,11053.05,234.91,47.05,0.887,0.712
2025-10-23 14:30:00,Balochistan,11411.35,0.0,11411.35,237.99,47.95,0.883,0.735
2025-10-23 14:45:00,Balochistan,11327.98,0.0,11327.98,235.33,48.14,0.967,0.729
2025-10-23 15:00:00,Balochistan,10628.97,0.0,10628.97,222.59,47.75,0.92,0.684
2025-10-23 15:15:00,Balochistan,11352.01,0.0,11352.01,235.95,48.11,0.941,0.731
2025-10-23 15:30:00,Balochistan,11347.08,0.0,11347.08,231.09,49.1,0.954,0.731
2025-10-23 15:45:00,Balochistan,11174.08,0.0,11174.08,225.99,49.45,0.961,0.72
2025-10-23 16:00:00,Balochistan,11158.37,0.0,11158.37,217.26,51.36,0.912,0.719
2025-10-23 16:15:00,Balochistan,11073.57,0.0,11073.57,235.3,47.06,0.922,0.713
2025-10-23 16:30:00,Balochistan,11109.95,0.0,11109.95,234.83,47.31,0.977,0.715
2025-10-23 16:45:00,Balochistan,11232.2,0.0,11232.2,231.59,48.5,0.976,0.723
2025-10-23 17:00:00,Balochistan,10768.14,0.0,10768.14,229.25,46.97,0.884,0.693
2025-10-23 17:15:00,Balochistan,11106.06,0.0,11106.06,223.93,49.6,0.941,0.715
2025-10-23 17:30:00,Balochistan,11337.55,0.0,11337.55,233.36,48.58,0.95,0.73
2025-10-23 17:45:00,Balochistan,11001.8,0.0,11001.8,237.69,46.29,0.966,0.708
2025-10-23 18:00:00,Balochistan,13503.44,13503.44,13503.44,221.28,61.02,0.954,0.87
2025-10-23 18:15:00,Balochistan,13060.16,13060.16,13060.16,229.87,56.81,0.954,0.841
2025-10-23 18:30:00,Balochistan,13272.09,13272.09,13272.09,225.53,58.85,0.937,0.855
2025-10-23 18:45:00,Balochistan,12846.65,12846.65,12846.65,239.47,53.65,0.972,0.827
2025-10-23 19:00:00,Balochistan,12797.06,12797.06,12797.06,229.3,55.81,0.918,0.824
2025-10-23 19:15:00,Balochistan,13701.89,13701.89,13701.89,231.27,59.25,0.989,0.882
2025-10-23 19:30:00,Balochistan,12150.62,12150.62,12150.62,237.28,51.21,0.93,0.782
2025-10-23 19:45:00,Balochistan,13020.01,13020.01,13020.01,231.5,56.24,0.939,0.838
2025-10-23 20:00:00,Balochistan,13316.43,13316.43,13316.43,235.91,56.45,0.985,0.858
2025-10-23 20:15:00,Balochistan,13396.27,13396.27,13396.27,233.37,57.4,0.962,0.863
2025-10-23 20:30:00,Balochistan,12742.28,12742.28,12742.28,226.79,56.18,0.908,0.821
2025-10-23 20:45:00,Balochistan,13236.81,13236.81,13236.81,222.53,59.48,0.972,0.852
2025-10-23 21:00:00,Balochistan,12941.1,12941.1,12941.1,225.79,57.32,0.962,0.833
2025-10-23 21:15:00,Balochistan,13216.43,13216.43,13216.43,228.08,57.95,0.885,0.851
2025-10-23 21:30:00,Balochistan,12917.12,12917.12,12917.12,227.46,56.79,0.945,0.832
2025-10-23 21:45:00,Balochistan,13335.98,13335.98,13335.98,226.43,58.9,0.966,0.859
2025-10-23 22:00:00,Balochistan,13312.18,13312.18,13312.18,228.07,58.37,0.883,0.857
2025-10-23 22:15:00,Balochistan,12826.04,12826.04,12826.04,236.56,54.22,0.895,0.826
2025-10-23 22:30:00,Balochistan,13315.32,13315.32,13315.32,233.5,57.02,0.974,0.857
2025-10-23 22:45:00,Balochistan,13326.52,13326.52,13326.52,223.18,59.71,0.989,0.858
2025-10-23 23:00:00,Balochistan,8511.54,0.0,8511.54,236.07,36.06,0.913,0.548
2025-10-23 23:15:00,Balochistan,7881.42,0.0,7881.42,233.36,33.77,0.989,0.508
2025-10-23 23:30:00,Balochistan,8187.3,0.0,8187.3,241.95,33.84,0.98,0.527
2025-10-23 23:45:00,Balochistan,8908.2,0.0,8908.2,232.64,38.29,0.893,0.574
2025-10-24 00:00:00,Balochistan,7976.72,0.0,7976.72,226.91,35.15,0.919,0.514
2025-10-24 00:15:00,Balochistan,8285.56,0.0,8285.56,229.87,36.04,0.897,0.534
2025-10-24 00:30:00,Balochistan,7817.09,0.0,7817.09,224.61,34.8,0.919,0.503
2025-10-24 00:45:00,Balochistan,8410.51,0.0,8410.51,229.3,36.68,0.955,0.542
2025-10-24 01:00:00,Balochistan,8107.3,0.0,8107.3,226.14,35.85,0.906,0.522
2025-10-24 01:15:00,Balochistan,8163.14,0.0,8163.14,231.23,35.3,0.965,0.526
2025-10-24 01:30:00,Balochistan,8640.08,0.0,8640.08,222.88,38.77,0.937,0.556
2025-10-24 01:45:00,Balochistan,8368.85,0.0,8368.85,239.09,35.0,0.884,0.539
2025-10-24 02:00:00,Balochistan,8345.79,0.0,8345.79,232.17,35.95,0.979,0.537
2025-10-24 02:15:00,Balochistan,8327.21,0.0,8327.21,230.72,36.09,0.937,0.536
2025-10-24 02:30:00,Balochistan,8146.79,0.0,8146.79,229.85,35.44,0.937,0.525
2025-10-24 02:45:00,Balochistan,7981.06,0.0,7981.06,229.8,34.73,0.984,0.514
2025-10-24 03:00:00,Balochistan,8344.14,0.0,8344.14,229.74,36.32,0.984,0.537
2025-10-24 03:15:00,Balochistan,8324.3,0.0,8324.3,230.4,36.13,0.966,0.536
2025-10-24 03:30:00,Balochistan,8007.72,0.0,8007.72,235.21,34.05,0.951,0.516
2025-10-24 03:45:00,Balochistan,8082.19,0.0,8082.19,218.0,37.07,0.886,0.52
2025-10-24 04:00:00,Balochistan,8298.78,0.0,8298.78,225.45,36.81,0.941,0.534
2025-10-24 04:15:00,Balochistan,8203.3,0.0,8203.3,224.47,36.54,0.896,0.528
2025-10-24 04:30:00,Balochistan,8211.56,0.0,8211.56,219.54,37.4,0.88,0.529
2025-10-24 04:45:00,Balochistan,8061.18,0.0,8061.18,226.8,35.54,0.91,0.519
2025-10-24 05:00:00,Balochistan,8149.67,0.0,8149.67,224.6,36.29,0.904,0.525
2025-10-24 05:15:00,Balochistan,8254.37,0.0,8254.37,232.38,35.52,0.986,0.532
2025-10-24 05:30:00,Balochistan,8323.86,0.0,8323.86,231.53,35.95,0.891,0.536
2025-10-24 05:45:00,Balochistan,7613.11,0.0,7613.11,229.77,33.13,0.911,0.49
2025-10-24 06:00:00,Balochistan,8495.81,0.0,8495.81,233.18,36.43,0.927,0.547
2025-10-24 06:15:00,Balochistan,8572.26,0.0,8572.26,242.54,35.34,0.905,0.552
2025-10-24 06:30:00,Balochistan,7612.32,0.0,7612.32,225.78,33.72,0.882,0.49
2025-10-24 06:45:00,Balochistan,8857.08,0.0,8857.08,227.39,38.95,0.953,0.57
2025-10-24 07:00:00,Balochistan,8132.66,0.0,8132.66,224.22,36.27,0.919,0.524
2025-10-24 07:15:00,Balochistan,8366.88,0.0,8366.88,236.8,35.33,0.943,0.539
2025-10-24 07:30:00,Balochistan,7904.13,0.0,7904.13,231.75,34.11,0.883,0.509
2025-10-24 07:45:00,Balochistan,7887.79,0.0,7887.79,237.68,33.19,0.958,0.508
2025-10-24 08:00:00,Balochistan,8154.53,0.0,8154.53,230.77,35.34,0.917,0.525
2025-10-24 08:15:00,Balochistan,8767.73,0.0,8767.73,232.99,37.63,0.988,0.565
2025-10-24 08:30:00,Balochistan,8289.59,0.0,8289.59,235.09,35.26,0.958,0.534
2025-10-24 08:45:00,Balochistan,8100.05,0.0,8100.05,231.05,35.06,0.976,0.522
2025-10-24 09:00:00,Balochistan,10901.27,0.0,10901.27,229.03,47.6,0.973,0.702
2025-10-24 09:15:00,Balochistan,11447.22,0.0,11447.22,229.9,49.79,0.931,0.737
2025-10-24 09:30:00,Balochistan,11337.89,0.0,11337.89,237.54,47.73,0.956,0.73
2025-10-24 09:45:00,Balochistan,11198.03,0.0,11198.03,214.24,52.27,0.961,0.721
2025-10-24 10:00:00,Balochistan,11059.74,0.0,11059.74,237.15,46.64,0.93,0.712
2025-10-24 10:15:00,Balochistan,10713.93,0.0,10713.93,233.53,45.88,0.891,0.69
2025-10-24 10:30:00,Balochistan,11157.37,0.0,11157.37,237.52,46.97,0.883,0.718
2025-10-24 10:45:00,Balochistan,10991.48,0.0,10991.48,228.24,48.16,0.984,0.708
2025-10-24 11:00:00,Balochistan,11199.87,0.0,11199.87,235.9,47.48,0.899,0.721
2025-10-24 11:15:00,Balochistan,11352.18,0.0,11352.18,236.28,48.05,0.961,0.731
2025-10-24 11:30:00,Balochistan,11769.5,0.0,11769.5,229.27,51.33,0.949,0.758
2025-10-24 11:45:00,Balochistan,11204.81,0.0,11204.81,226.94,49.37,0.92,0.722
2025-10-24 12:00:00,Balochistan,11229.49,0.0,11229.49,232.72,48.25,0.919,0.723
2025-10-24 12:15:00,Balochistan,10823.84,0.0,10823.84,236.51,45.76,0.961,0.697
2025-10-24 12:30:00,Balochistan,11345.44,0.0,11345.44,238.3,47.61,0.978,0.731
2025-10-24 12:45:00,Balochistan,11345.21,0.0,11345.21,234.29,48.42,0.94,0.731
2025-10-24 13:00:00,Balochistan,11042.84,0.0,11042.84,220.0,50.2,0.934,0.711
2025-10-24 13:15:00,Balochistan,11481.86,0.0,11481.86,221.83,51.76,0.976,0.739
2025-10-24 13:30:00,Balochistan,11073.26,0.0,11073.26,232.7,47.59,0.961,0.713
2025-10-24 13:45:00,Balochistan,11002.5,0.0,11002.5,228.89,48.07,0.951,0.709
2025-10-24 14:00:00,Balochistan,11237.97,0.0,11237.97,224.8,49.99,0.881,0.724
2025-10-24 14:15:00,Balochistan,11477.08,0.0,11477.08,228.75,50.17,0.894,0.739
2025-10-24 14:30:00,Balochistan,11551.25,0.0,11551.25,225.81,51.15,0.985,0.744
2025-10-24 14:45:00,Balochistan,11092.8,0.0,11092.8,230.07,48.21,0.925,0.714
2025-10-24 15:00:00,Balochistan,11663.71,0.0,11663.71,235.08,49.62,0.928,0.751
2025-10-24 15:15:00,Balochistan,11656.09,0.0,11656.09,235.41,49.51,0.891,0.751
2025-10-24 15:30:00,Balochistan,11577.24,0.0,11577.24,226.36,51.15,0.986,0.746
2025-10-24 15:45:00,Balochistan,11216.68,0.0,11216.68,236.81,47.37,0.953,0.722
2025-10-24 16:00:00,Balochistan,11362.59,0.0,11362.59,235.97,48.15,0.901,0.732
2025-10-24 16:15:00,Balochistan,11504.47,0.0,11504.47,219.43,52.43,0.957,0.741
2025-10-24 16:30:00,Balochistan,11529.9,0.0,11529.9,230.79,49.96,0.93,0.742
2025-10-24 16:45:00,Balochistan,11685.18,0.0,11685.18,232.24,50.32,0.901,0.752
2025-10-24 17:00:00,Balochistan,10844.19,0.0,10844.19,227.28,47.71,0.893,0.698
2025-10-24 17:15:00,Balochistan,10764.13,0.0,10764.13,231.37,46.52,0.929,0.693
2025-10-24 17:30:00,Balochistan,11286.91,0.0,11286.91,232.18,48.61,0.979,0.727
2025-10-24 17:45:00,Balochistan,11534.55,0.0,11534.55,229.56,50.25,0.971,0.743
2025-10-24 18:00:00,Balochistan,13580.11,13580.11,13580.11,224.4,60.52,0.965,0.874
2025-10-24 18:15:00,Balochistan,13124.45,13124.45,13124.45,237.31,55.31,0.963,0.845
2025-10-24 18:30:00,Balochistan,13299.55,13299.55,13299.55,230.39,57.73,0.889,0.856
2025-10-24 18:45:00,Balochistan,12779.04,12779.04,12779.04,242.06,52.79,0.889,0.823
2025-10-24 19:00:00,Balochistan,13613.36,13613.36,13613.36,228.52,59.57,0.899,0.877
2025-10-24 19:15:00,Balochistan,13432.5,13432.5,13432.5,235.72,56.98,0.982,0.865
2025-10-24 19:30:00,Balochistan,12896.01,12896.01,12896.01,244.21,52.81,0.982,0.83
2025-10-24 19:45:00,Balochistan,13483.28,13483.28,13483.28,226.81,59.45,0.935,0.868
2025-10-24 20:00:00,Balochistan,13028.8,13028.8,13028.8,228.6,57.0,0.977,0.839
2025-10-24 20:15:00,Balochistan,13271.62,13271.62,13271.62,224.86,59.02,0.983,0.855
2025-10-24 20:30:00,Balochistan,13243.89,13243.89,13243.89,230.73,57.4,0.953,0.853
2025-10-24 20:45:00,Balochistan,13365.6,13365.6,13365.6,237.68,56.23,0.958,0.861
2025-10-24 21:00:00,Balochistan,13128.75,13128.75,13128.75,237.11,55.37,0.933,0.845
2025-10-24 21:15:00,Balochistan,12858.64,12858.64,12858.64,222.42,57.81,0.927,0.828
2025-10-24 21:30:00,Balochistan,13284.39,13284.39,13284.39,242.95,54.68,0.974,0.855
2025-10-24 21:45:00,Balochistan,12738.75,12738.75,12738.75,231.48,55.03,0.914,0.82
2025-10-24 22:00:00,Balochistan,13490.94,13490.94,13490.94,229.33,58.83,0.945,0.869
2025-10-24 22:15:00,Balochistan,13328.18,13328.18,13328.18,234.36,56.87,0.959,0.858
2025-10-24 22:30:00,Balochistan,13460.23,13460.23,13460.23,230.54,58.38,0.947,0.867
2025-10-24 22:45:00,Balochistan,13736.43,13736.43,13736.43,233.63,58.8,0.947,0.885
2025-10-24 23:00:00,Balochistan,8050.3,0.0,8050.3,234.55,34.32,0.919,0.518
2025-10-24 23:15:00,Balochistan,7532.75,0.0,7532.75,227.44,33.12,0.973,0.485
2025-10-24 23:30:00,Balochistan,8717.71,0.0,8717.71,232.69,37.46,0.911,0.561
2025-10-24 23:45:00,Balochistan,8193.97,0.0,8193.97,228.64,35.84,0.972,0.528
2025-10-25 00:00:00,Balochistan,7884.69,0.0,7884.69,236.0,33.41,0.987,0.508
2025-10-25 00:15:00,Balochistan,7770.48,0.0,7770.48,232.94,33.36,0.977,0.5
2025-10-25 00:30:00,Balochistan,8098.93,0.0,8098.93,230.28,35.17,0.908,0.522
2025-10-25 00:45:00,Balochistan,7734.47,0.0,7734.47,224.72,34.42,0.904,0.498
2025-10-25 01:00:00,Balochistan,8683.27,0.0,8683.27,224.83,38.62,0.985,0.559
2025-10-25 01:15:00,Balochistan,8244.95,0.0,8244.95,235.03,35.08,0.951,0.531
2025-10-25 01:30:00,Balochistan,8186.06,0.0,8186.06,219.06,37.37,0.93,0.527
2025-10-25 01:45:00,Balochistan,8658.37,0.0,8658.37,230.45,37.57,0.979,0.558
2025-10-25 02:00:00,Balochistan,8093.94,0.0,8093.94,226.39,35.75,0.955,0.521
2025-10-25 02:15:00,Balochistan,8408.5,0.0,8408.5,233.4,36.03,0.965,0.541
2025-10-25 02:30:00,Balochistan,8680.74,0.0,8680.74,226.01,38.41,0.954,0.559
2025-10-25 02:45:00,Balochistan,8066.81,0.0,8066.81,232.92,34.63,0.911,0.519
2025-10-25 03:00:00,Balochistan,8275.66,0.0,8275.66,230.48,35.91,0.911,0.533
2025-10-25 03:15:00,Balochistan,7659.47,0.0,7659.47,226.51,33.81,0.983,0.493
2025-10-25 03:30:00,Balochistan,7966.68,0.0,7966.68,222.1,35.87,0.899,0.513
2025-10-25 03:45:00,Balochistan,8485.52,0.0,8485.52,223.69,37.93,0.984,0.546
2025-10-25 04:00:00,Balochistan,7975.92,0.0,7975.92,228.0,34.98,0.905,0.514
2025-10-25 04:15:00,Balochistan,8222.38,0.0,8222.38,232.75,35.33,0.968,0.529
2025-10-25 04:30:00,Balochistan,8694.85,0.0,8694.85,228.05,38.13,0.921,0.56
2025-10-25 04:45:00,Balochistan,8265.08,0.0,8265.08,230.59,35.84,0.936,0.532
2025-10-25 05:00:00,Balochistan,8933.76,0.0,8933.76,229.57,38.91,0.921,0.575
2025-10-25 05:15:00,Balochistan,8191.35,0.0,8191.35,227.15,36.06,0.956,0.527
2025-10-25 05:30:00,Balochistan,8354.52,0.0,8354.52,234.08,35.69,0.921,0.538
2025-10-25 05:45:00,Balochistan,8276.82,0.0,8276.82,229.37,36.09,0.922,0.533
2025-10-25 06:00:00,Balochistan,7741.77,0.0,7741.77,235.88,32.82,0.964,0.499
2025-10-25 06:15:00,Balochistan,8510.5,0.0,8510.5,231.22,36.81,0.91,0.548
2025-10-25 06:30:00,Balochistan,8400.61,0.0,8400.61,230.67,36.42,0.935,0.541
2025-10-25 06:45:00,Balochistan,7896.43,0.0,7896.43,229.32,34.43,0.931,0.508
2025-10-25 07:00:00,Balochistan,7822.47,0.0,7822.47,231.61,33.77,0.986,0.504
2025-10-25 07:15:00,Balochistan,8717.06,0.0,8717.06,235.6,37.0,0.951,0.561
2025-10-25 07:30:00,Balochistan,8056.42,0.0,8056.42,228.59,35.24,0.974,0.519
2025-10-25 07:45:00,Balochistan,8383.22,0.0,8383.22,227.52,36.85,0.944,0.54
2025-10-25 08:00:00,Balochistan,8707.79,0.0,8707.79,228.62,38.09,0.984,0.561
2025-10-25 08:15:00,Balochistan,8832.36,0.0,8832.36,229.53,38.48,0.923,0.569
2025-10-25 08:30:00,Balochistan,8577.46,0.0,8577.46,226.72,37.83,0.966,0.552
2025-10-25 08:45:00,Balochistan,8173.26,0.0,8173.26,221.27,36.94,0.982,0.526
2025-10-25 09:00:00,Balochistan,11088.52,0.0,11088.52,225.75,49.12,0.928,0.714
2025-10-25 09:15:00,Balochistan,11966.99,0.0,11966.99,236.94,50.51,0.923,0.771
2025-10-25 09:30:00,Balochistan,11054.78,0.0,11054.78,222.59,49.66,0.948,0.712
2025-10-25 09:45:00,Balochistan,11488.06,0.0,11488.06,226.95,50.62,0.941,0.74
2025-10-25 10:00:00,Balochistan,11144.63,0.0,11144.63,226.56,49.19,0.923,0.718
2025-10-25 10:15:00,Balochistan,11435.69,0.0,11435.69,230.39,49.64,0.959,0.736
2025-10-25 10:30:00,Balochistan,11644.58,0.0,11644.58,238.44,48.84,0.9,0.75
2025-10-25 10:45:00,Balochistan,10765.56,0.0,10765.56,239.69,44.91,0.961,0.693
2025-10-25 11:00:00,Balochistan,11266.36,0.0,11266.36,224.16,50.26,0.889,0.726
2025-10-25 11:15:00,Balochistan,10708.84,0.0,10708.84,224.49,47.7,0.902,0.69
2025-10-25 11:30:00,Balochistan,11320.37,0.0,11320.37,231.4,48.92,0.918,0.729
2025-10-25 11:45:00,Balochistan,11500.13,0.0,11500.13,231.9,49.59,0.91,0.741
2025-10-25 12:00:00,Balochistan,11093.87,0.0,11093.87,226.89,48.9,0.964,0.714
2025-10-25 12:15:00,Balochistan,11502.59,0.0,11502.59,242.83,47.37,0.931,0.741
2025-10-25 12:30:00,Balochistan,11554.24,0.0,11554.24,228.48,50.57,0.902,0.744
2025-10-25 12:45:00,Balochistan,11523.77,0.0,11523.77,229.31,50.25,0.907,0.742
2025-10-25 13:00:00,Balochistan,11299.14,0.0,11299.14,234.11,48.27,0.916,0.728
2025-10-25 13:15:00,Balochistan,11409.37,0.0,11409.37,224.43,50.84,0.936,0.735
2025-10-25 13:30:00,Balochistan,11397.82,0.0,11397.82,228.26,49.93,0.961,0.734
2025-10-25 13:45:00,Balochistan,10991.42,0.0,10991.42,234.95,46.78,0.972,0.708
2025-10-25 14:00:00,Balochistan,11403.55,0.0,11403.55,229.67,49.65,0.948,0.734
2025-10-25 14:15:00,Balochistan,11179.28,0.0,11179.28,233.89,47.8,0.953,0.72
2025-10-25 14:30:00,Balochistan,11140.3,0.0,11140.3,226.61,49.16,0.971,0.717
2025-10-25 14:45:00,Balochistan,11753.75,0.0,11753.75,224.64,52.32,0.9,0.757
2025-10-25 15:00:00,Balochistan,11264.55,0.0,11264.55,215.05,52.38,0.894,0.725
2025-10-25 15:15:00,Balochistan,11600.48,0.0,11600.48,218.55,53.08,0.914,0.747
2025-10-25 15:30:00,Balochistan,11348.85,0.0,11348.85,237.57,47.77,0.919,0.731
2025-10-25 15:45:00,Balochistan,11369.35,0.0,11369.35,225.83,50.34,0.982,0.732
2025-10-25 16:00:00,Balochistan,11388.37,0.0,11388.37,228.2,49.91,0.9,0.733
2025-10-25 16:15:00,Balochistan,11011.67,0.0,11011.67,226.63,48.59,0.882,0.709
2025-10-25 16:30:00,Balochistan,11287.08,0.0,11287.08,234.21,48.19,0.986,0.727
2025-10-25 16:45:00,Balochistan,11199.11,0.0,11199.11,241.07,46.46,0.903,0.721
2025-10-25 17:00:00,Balochistan,11176.76,0.0,11176.76,227.0,49.24,0.889,0.72
2025-10-25 17:15:00,Balochistan,11339.9,0.0,11339.9,232.28,48.82,0.962,0.73
2025-10-25 17:30:00,Balochistan,11280.1,0.0,11280.1,236.3,47.74,0.927,0.726
2025-10-25 17:45:00,Balochistan,11076.3,0.0,11076.3,226.32,48.94,0.937,0.713
2025-10-25 18:00:00,Balochistan,13360.72,13360.72,13360.72,233.44,57.23,0.97,0.86
2025-10-25 18:15:00,Balochistan,13168.52,13168.52,13168.52,232.13,56.73,0.97,0.848
2025-10-25 18:30:00,Balochistan,13305.22,13305.22,13305.22,231.11,57.57,0.949,0.857
2025-10-25 18:45:00,Balochistan,13303.68,13303.68,13303.68,227.21,58.55,0.931,0.857
2025-10-25 19:00:00,Balochistan,13271.91,13271.91,13271.91,237.42,55.9,0.897,0.855
2025-10-25 19:15:00,Balochistan,13444.26,13444.26,13444.26,223.65,60.11,0.957,0.866
2025-10-25 19:30:00,Balochistan,13210.79,13210.79,13210.79,232.15,56.91,0.962,0.851
2025-10-25 19:45:00,Balochistan,12915.39,12915.39,12915.39,234.77,55.01,0.957,0.832
2025-10-25 20:00:00,Balochistan,13212.17,13212.17,13212.17,228.98,57.7,0.987,0.851
2025-10-25 20:15:00,Balochistan,13396.68,13396.68,13396.68,235.87,56.8,0.93,0.863
2025-10-25 20:30:00,Balochistan,13015.82,13015.82,13015.82,238.88,54.49,0.96,0.838
2025-10-25 20:45:00,Balochistan,12938.71,12938.71,12938.71,236.99,54.6,0.889,0.833
2025-10-25 21:00:00,Balochistan,13393.37,13393.37,13393.37,230.54,58.1,0.906,0.862
