Fault_ID,Timestamp,Plant_ID,Equipment_ID,Fault_Type,Severity,Response_Time_Min,Resolution_Time,Downtime_Min,Energy_Loss_kWh,Cost_Loss_USD
1339,2025-10-12 04:00:00,8,EQ-00195,Transformer Overheating,Medium,47,2025-10-12 06:22:00,142,234.46,23.24
1340,2025-01-08 07:00:00,16,EQ-00427,Under Voltage,Low,11,2025-01-08 10:39:00,219,399.67,38.91
1341,2025-09-30 03:30:00,7,EQ-00180,DC Fault,Critical,22,2025-09-30 09:51:00,381,412.11,64.02
1342,2025-09-08 15:30:00,11,EQ-00281,Grid Outage,Medium,46,2025-09-08 20:43:00,313,299.95,35.93
1343,2025-10-13 11:00:00,19,EQ-00506,Communication Loss,Medium,58,2025-10-13 18:24:00,444,193.93,29.69
1344,2025-03-07 12:45:00,4,EQ-00088,Breaker Trip,High,36,2025-03-07 19:04:00,379,260.83,21.36
1345,2025-11-17 02:30:00,11,EQ-00297,Over Voltage,Low,46,2025-11-17 04:18:00,108,446.62,50.37
1346,2025-10-19 15:15:00,17,EQ-00443,Under Voltage,Low,19,2025-10-19 19:27:00,252,180.52,17.8
1347,2025-04-25 07:45:00,3,EQ-00068,Breaker Trip,High,41,2025-04-25 08:01:00,16,298.78,37.9
1348,2025-06-10 09:45:00,16,EQ-00424,Under Voltage,Medium,31,2025-06-10 10:47:00,62,249.59,26.52
1349,2025-01-12 18:45:00,9,EQ-00238,AC Fault,High,58,2025-01-13 01:43:00,418,312.08,33.14
1350,2025-07-02 01:30:00,13,EQ-00342,Communication Loss,High,22,2025-07-02 03:36:00,126,94.23,9.87
1351,2025-02-18 22:45:00,11,EQ-00295,Grid Outage,Medium,9,2025-02-19 06:03:00,438,235.86,25.71
1352,2025-11-03 14:45:00,11,EQ-00292,Transformer Overheating,Low,40,2025-11-03 18:48:00,243,354.85,42.56
1353,2025-02-25 14:15:00,19,EQ-00502,Under Voltage,Medium,55,2025-02-25 14:38:00,23,145.79,23.17
1354,2025-04-15 07:45:00,13,EQ-00326,DC Fault,Low,12,2025-04-15 09:25:00,100,364.32,48.73
1355,2025-01-05 01:45:00,15,EQ-00399,Transformer Overheating,Critical,25,2025-01-05 06:07:00,262,433.24,39.36
1356,2025-12-04 21:45:00,10,EQ-00254,Communication Loss,Low,8,2025-12-05 03:36:00,351,43.73,7.13
1357,2025-07-11 09:30:00,17,EQ-00453,Grid Outage,High,23,2025-07-11 12:34:00,184,136.69,20.65
1358,2025-10-09 13:15:00,19,EQ-00509,Transformer Overheating,Medium,53,2025-10-09 13:52:00,37,44.89,6.29
1359,2025-06-30 14:00:00,11,EQ-00274,Breaker Trip,Low,42,2025-06-30 18:03:00,243,220.15,31.0
1360,2025-07-18 08:30:00,19,EQ-00506,Low Irradiance,Medium,14,2025-07-18 11:55:00,205,110.34,12.13
1361,2025-09-08 02:00:00,11,EQ-00272,Transformer Overheating,High,33,2025-09-08 08:52:00,412,148.19,25.78
1362,2025-12-05 21:00:00,11,EQ-00279,Inverter Failure,Low,52,2025-12-05 22:25:00,85,249.97,34.44
1363,2025-01-25 12:30:00,20,EQ-00530,Under Voltage,Low,49,2025-01-25 15:13:00,163,102.74,11.01
1364,2025-09-21 23:30:00,1,EQ-00019,Communication Loss,Medium,47,2025-09-22 02:45:00,195,178.61,30.72
1365,2025-09-29 23:45:00,6,EQ-00155,Breaker Trip,Medium,6,2025-09-30 04:24:00,279,284.83,39.05
1366,2025-12-26 06:00:00,6,EQ-00157,Under Voltage,Medium,38,2025-12-26 10:36:00,276,291.71,42.38
1367,2025-01-22 16:00:00,2,EQ-00040,Communication Loss,Low,26,2025-01-22 19:57:00,237,422.72,43.31
1368,2025-04-19 11:45:00,12,EQ-00321,Low Irradiance,Low,58,2025-04-19 13:15:00,90,215.01,37.77
1369,2025-10-20 01:00:00,14,EQ-00356,Inverter Failure,Low,8,2025-10-20 08:44:00,464,314.75,39.78
1370,2025-10-09 04:45:00,14,EQ-00366,Under Voltage,Low,39,2025-10-09 09:11:00,266,273.77,36.97
1371,2025-10-20 23:15:00,5,EQ-00124,Breaker Trip,Low,27,2025-10-21 00:40:00,85,205.38,19.59
1372,2025-12-03 01:15:00,6,EQ-00146,Inverter Failure,High,40,2025-12-03 08:55:00,460,202.08,36.37
1373,2025-11-29 13:15:00,17,EQ-00448,Breaker Trip,High,10,2025-11-29 15:52:00,157,174.13,17.9
1374,2025-03-13 21:45:00,16,EQ-00407,Grid Outage,Low,20,2025-03-14 03:18:00,333,137.61,19.52
1375,2025-04-01 20:00:00,13,EQ-00325,Breaker Trip,High,50,2025-04-01 21:35:00,95,408.51,51.08
1376,2025-12-03 10:30:00,1,EQ-00022,AC Fault,Medium,51,2025-12-03 17:33:00,423,200.57,33.76
1377,2025-04-16 16:00:00,5,EQ-00111,Grid Outage,Low,16,2025-04-16 18:37:00,157,237.51,38.09
1378,2025-09-06 19:15:00,19,EQ-00498,Breaker Trip,Critical,11,2025-09-07 01:09:00,354,167.85,24.52
1379,2025-05-23 16:00:00,6,EQ-00154,AC Fault,Medium,39,2025-05-23 19:09:00,189,26.49,4.01
1380,2025-11-28 14:15:00,16,EQ-00431,Transformer Overheating,High,11,2025-11-28 18:54:00,279,317.92,26.29
1381,2025-08-16 18:45:00,4,EQ-00083,Low Irradiance,High,7,2025-08-16 19:36:00,51,143.8,23.49
1382,2025-08-23 17:00:00,12,EQ-00301,Under Voltage,Low,27,2025-08-23 19:01:00,121,52.29,9.01
1383,2025-05-08 20:00:00,15,EQ-00379,Communication Loss,High,18,2025-05-08 22:37:00,157,22.02,3.7
1384,2025-12-07 07:45:00,17,EQ-00441,Grid Outage,High,53,2025-12-07 14:11:00,386,394.69,38.94
1385,2025-08-07 21:15:00,11,EQ-00280,Inverter Failure,Low,59,2025-08-08 04:45:00,450,290.96,49.52
1386,2025-07-02 09:30:00,19,EQ-00504,Inverter Failure,Medium,23,2025-07-02 16:27:00,417,334.19,38.75
1387,2025-03-05 15:00:00,10,EQ-00268,Transformer Overheating,Low,46,2025-03-05 20:46:00,346,151.92,13.04
1388,2025-08-23 14:00:00,13,EQ-00341,AC Fault,High,55,2025-08-23 19:01:00,301,324.02,51.3
1389,2025-06-11 01:30:00,16,EQ-00424,Over Voltage,Low,19,2025-06-11 07:09:00,339,198.89,18.08
1390,2025-12-04 09:45:00,20,EQ-00540,Under Voltage,Medium,18,2025-12-04 12:54:00,189,27.39,4.65
1391,2025-12-18 04:45:00,9,EQ-00221,Under Voltage,Low,51,2025-12-18 09:26:00,281,230.53,24.89
1392,2025-12-27 13:30:00,2,EQ-00048,Communication Loss,High,14,2025-12-27 20:13:00,403,330.99,51.83
1393,2025-03-19 12:30:00,9,EQ-00232,Over Voltage,Low,16,2025-03-19 13:05:00,35,160.69,15.19
1394,2025-06-05 16:45:00,12,EQ-00300,DC Fault,Low,13,2025-06-05 23:45:00,420,331.39,47.57
1395,2025-09-07 05:15:00,12,EQ-00307,Over Voltage,Low,22,2025-09-07 08:45:00,210,362.66,61.03
1396,2025-05-09 07:15:00,18,EQ-00475,Under Voltage,High,33,2025-05-09 13:22:00,367,282.4,43.56
1397,2025-07-30 11:00:00,6,EQ-00157,Grid Outage,Medium,41,2025-07-30 12:27:00,87,188.72,24.98
1398,2025-07-10 20:00:00,14,EQ-00363,Communication Loss,Medium,26,2025-07-10 23:17:00,197,458.14,65.19
1399,2025-11-01 20:15:00,11,EQ-00293,Under Voltage,High,24,2025-11-02 03:11:00,416,91.99,14.49
1400,2025-08-10 16:45:00,15,EQ-00384,Over Voltage,Critical,5,2025-08-10 21:20:00,275,293.82,47.12
1401,2025-09-26 09:30:00,6,EQ-00154,Over Voltage,Low,26,2025-09-26 13:44:00,254,44.83,7.05
1402,2025-04-16 11:15:00,10,EQ-00244,DC Fault,Low,18,2025-04-16 14:29:00,194,358.5,45.62
1403,2025-01-28 15:45:00,14,EQ-00366,Grid Outage,Low,55,2025-01-28 20:56:00,311,268.55,27.13
1404,2025-01-04 21:00:00,10,EQ-00254,Under Voltage,High,36,2025-01-04 23:58:00,178,360.79,31.01
1405,2025-09-16 16:30:00,7,EQ-00163,Low Irradiance,Low,53,2025-09-16 21:52:00,322,436.26,44.44
1406,2025-04-02 04:30:00,16,EQ-00411,Over Voltage,Low,20,2025-04-02 09:02:00,272,76.15,7.19
1407,2025-02-09 09:00:00,4,EQ-00088,Breaker Trip,Low,13,2025-02-09 09:47:00,47,304.67,36.1
1408,2025-11-12 20:15:00,13,EQ-00332,Transformer Overheating,Low,37,2025-11-13 00:57:00,282,263.67,36.34
1409,2025-07-18 03:30:00,15,EQ-00383,Transformer Overheating,Low,30,2025-07-18 08:41:00,311,82.61,8.33
1410,2025-11-17 11:30:00,5,EQ-00123,Over Voltage,High,24,2025-11-17 17:56:00,386,391.71,44.15
1411,2025-06-01 20:30:00,16,EQ-00429,Communication Loss,Medium,29,2025-06-02 03:53:00,443,29.32,4.93
1412,2025-03-26 21:30:00,12,EQ-00312,Under Voltage,High,59,2025-03-27 03:57:00,387,454.17,56.96
1413,2025-03-13 17:45:00,4,EQ-00106,Communication Loss,Low,46,2025-03-13 19:34:00,109,336.44,46.43
1414,2025-12-28 19:00:00,13,EQ-00335,Inverter Failure,High,17,2025-12-28 22:06:00,186,201.09,35.84
1415,2025-04-12 04:30:00,5,EQ-00112,Grid Outage,High,7,2025-04-12 05:47:00,77,403.4,67.94
1416,2025-06-03 15:30:00,9,EQ-00220,Over Voltage,Low,6,2025-06-03 17:14:00,104,205.94,18.68
1417,2025-10-18 21:15:00,12,EQ-00322,Communication Loss,Low,44,2025-10-18 22:02:00,47,368.57,42.49
1418,2025-12-01 09:30:00,19,EQ-00504,Transformer Overheating,Low,24,2025-12-01 14:50:00,320,430.64,59.07
1419,2025-02-06 06:15:00,4,EQ-00091,Communication Loss,Medium,34,2025-02-06 08:15:00,120,66.39,8.09
1420,2025-12-05 06:15:00,12,EQ-00298,Under Voltage,Medium,13,2025-12-05 07:53:00,98,160.64,28.51
1421,2025-03-20 02:30:00,14,EQ-00377,Inverter Failure,High,42,2025-03-20 07:06:00,276,357.65,61.62
1422,2025-12-30 22:45:00,6,EQ-00144,Inverter Failure,Medium,16,2025-12-30 23:34:00,49,187.6,23.76
1423,2025-11-09 15:30:00,6,EQ-00137,Low Irradiance,High,24,2025-11-09 20:18:00,288,395.7,60.03
1424,2025-10-16 18:45:00,2,EQ-00051,Under Voltage,Medium,51,2025-10-16 19:27:00,42,385.96,64.04
1425,2025-05-21 16:30:00,5,EQ-00124,Grid Outage,Low,5,2025-05-21 20:25:00,235,81.75,13.88
1426,2025-02-03 18:00:00,1,EQ-00027,DC Fault,Low,54,2025-02-03 20:45:00,165,455.93,71.11
1427,2025-03-14 10:45:00,13,EQ-00333,Low Irradiance,Critical,24,2025-03-14 13:06:00,141,418.28,41.29
1428,2025-11-08 17:00:00,18,EQ-00474,Low Irradiance,Low,43,2025-11-08 19:28:00,148,482.74,72.85
1429,2025-08-01 06:45:00,20,EQ-00538,Communication Loss,Low,32,2025-08-01 07:20:00,35,364.64,37.21
1430,2025-12-05 21:30:00,6,EQ-00157,Grid Outage,Low,23,2025-12-05 22:24:00,54,330.64,42.81
1431,2025-06-03 03:00:00,6,EQ-00155,Over Voltage,Low,25,2025-06-03 07:57:00,297,301.7,33.97
1432,2025-04-04 06:30:00,7,EQ-00185,Inverter Failure,Low,7,2025-04-04 07:46:00,76,307.47,30.17
1433,2025-06-23 09:15:00,10,EQ-00268,Over Voltage,Low,53,2025-06-23 12:49:00,214,389.53,42.31
1434,2025-02-27 08:45:00,3,EQ-00066,Communication Loss,Low,35,2025-02-27 09:41:00,56,452.83,52.26
1435,2025-07-12 18:15:00,10,EQ-00264,DC Fault,High,36,2025-07-12 20:22:00,127,163.94,18.13
1436,2025-08-06 20:15:00,3,EQ-00077,Grid Outage,Medium,11,2025-08-07 00:54:00,279,338.27,31.1
1437,2025-02-02 23:45:00,16,EQ-00423,Under Voltage,Medium,38,2025-02-03 07:03:00,438,341.45,48.57
1438,2025-05-03 17:00:00,17,EQ-00439,Low Irradiance,Medium,57,2025-05-03 23:51:00,411,69.25,11.43
1439,2025-11-20 12:45:00,5,EQ-00124,Breaker Trip,Medium,32,2025-11-20 19:22:00,397,235.67,40.4
1440,2025-03-25 07:30:00,16,EQ-00413,AC Fault,High,8,2025-03-25 10:14:00,164,360.91,59.93
1441,2025-03-25 00:15:00,12,EQ-00308,Communication Loss,Low,29,2025-03-25 01:55:00,100,312.17,42.2
1442,2025-04-05 19:00:00,12,EQ-00307,Transformer Overheating,Medium,48,2025-04-05 19:18:00,18,117.62,11.89
1443,2025-02-07 23:15:00,6,EQ-00143,Grid Outage,Low,59,2025-02-08 02:13:00,178,38.62,5.81
1444,2025-02-28 10:30:00,9,EQ-00227,Over Voltage,Medium,14,2025-02-28 11:23:00,53,467.23,64.39
1445,2025-08-19 21:15:00,16,EQ-00424,Grid Outage,Medium,27,2025-08-20 00:39:00,204,181.62,29.23
1446,2025-12-08 13:00:00,10,EQ-00250,Grid Outage,Low,30,2025-12-08 13:36:00,36,161.18,21.98
1447,2025-03-15 02:45:00,15,EQ-00402,AC Fault,Critical,10,2025-03-15 03:14:00,29,114.37,18.84
1448,2025-08-01 17:15:00,7,EQ-00181,Low Irradiance,High,52,2025-08-01 18:08:00,53,34.32,3.39
1449,2025-12-16 18:45:00,19,EQ-00511,Grid Outage,Low,38,2025-12-17 01:24:00,399,54.17,6.87
1450,2025-11-30 16:30:00,15,EQ-00392,Breaker Trip,High,27,2025-11-30 17:36:00,66,351.52,38.27
1451,2025-02-01 23:45:00,12,EQ-00306,Grid Outage,Medium,42,2025-02-02 01:00:00,75,191.92,29.91
1452,2025-04-26 18:15:00,8,EQ-00205,Communication Loss,Medium,59,2025-04-27 01:31:00,436,132.27,20.74
1453,2025-12-24 20:30:00,3,EQ-00076,Under Voltage,High,37,2025-12-25 01:54:00,324,307.2,38.82
1454,2025-04-28 20:45:00,6,EQ-00157,Under Voltage,Low,42,2025-04-29 04:15:00,450,112.64,9.51
1455,2025-10-27 06:30:00,16,EQ-00426,Communication Loss,High,26,2025-10-27 07:32:00,62,371.15,48.22
1456,2025-07-09 14:45:00,5,EQ-00131,DC Fault,Low,30,2025-07-09 14:58:00,13,136.53,12.58
1457,2025-06-12 09:45:00,4,EQ-00095,Under Voltage,Low,15,2025-06-12 11:08:00,83,323.18,30.32
1458,2025-08-24 11:15:00,12,EQ-00302,AC Fault,Medium,43,2025-08-24 15:29:00,254,496.92,75.77
1459,2025-05-03 03:15:00,7,EQ-00183,Grid Outage,Low,5,2025-05-03 10:03:00,408,45.95,3.86
1460,2025-03-11 00:30:00,7,EQ-00185,Low Irradiance,Medium,40,2025-03-11 03:32:00,182,492.88,46.58
1461,2025-07-20 12:30:00,20,EQ-00528,Under Voltage,High,13,2025-07-20 18:20:00,350,176.38,15.76
1462,2025-07-08 08:15:00,13,EQ-00344,Inverter Failure,Medium,11,2025-07-08 13:56:00,341,458.51,79.31
1463,2025-04-19 22:15:00,1,EQ-00018,Inverter Failure,Medium,7,2025-04-20 02:41:00,266,424.52,37.59
1464,2025-11-08 19:30:00,19,EQ-00511,Over Voltage,Medium,56,2025-11-09 01:43:00,373,393.07,58.64
1465,2025-12-08 14:00:00,2,EQ-00050,Low Irradiance,Medium,30,2025-12-08 21:30:00,450,390.48,61.02
1466,2025-07-28 14:45:00,8,EQ-00211,Grid Outage,Medium,18,2025-07-28 15:24:00,39,141.03,18.27
1467,2025-12-08 14:30:00,15,EQ-00401,Under Voltage,Medium,39,2025-12-08 22:10:00,460,33.56,2.77
1468,2025-05-23 20:00:00,11,EQ-00293,Under Voltage,Low,59,2025-05-24 03:51:00,471,77.51,11.67
1469,2025-04-17 16:45:00,13,EQ-00326,Transformer Overheating,Medium,18,2025-04-17 17:58:00,73,481.76,55.55
1470,2025-04-19 23:45:00,1,EQ-00021,Grid Outage,Low,32,2025-04-20 07:16:00,451,115.82,16.47
1471,2025-03-23 07:00:00,19,EQ-00490,AC Fault,Medium,28,2025-03-23 13:28:00,388,120.45,16.97
1472,2025-10-30 10:00:00,4,EQ-00100,Over Voltage,Critical,48,2025-10-30 14:06:00,246,406.39,68.77
1473,2025-03-29 11:00:00,11,EQ-00278,DC Fault,Critical,57,2025-03-29 17:09:00,369,395.06,37.93
1474,2025-06-16 10:45:00,1,EQ-00009,Breaker Trip,High,51,2025-06-16 13:35:00,170,68.47,9.74
1475,2025-03-18 18:45:00,1,EQ-00004,DC Fault,Critical,20,2025-03-18 19:04:00,19,244.36,30.21
1476,2025-08-30 17:45:00,10,EQ-00250,Inverter Failure,Low,45,2025-08-30 23:30:00,345,123.78,17.36
1477,2025-11-19 23:45:00,15,EQ-00405,Grid Outage,Low,14,2025-11-20 06:29:00,404,71.21,10.4
1478,2025-09-21 18:45:00,14,EQ-00367,Inverter Failure,Low,50,2025-09-21 19:53:00,68,235.09,40.16
1479,2025-05-26 16:30:00,20,EQ-00532,Over Voltage,Medium,19,2025-05-26 20:00:00,210,424.54,64.32
1480,2025-09-04 15:45:00,7,EQ-00166,Under Voltage,Low,30,2025-09-04 20:07:00,262,485.15,60.19
1481,2025-08-23 21:00:00,15,EQ-00400,AC Fault,Low,37,2025-08-23 23:45:00,165,336.02,33.71
1482,2025-07-16 01:15:00,1,EQ-00008,Over Voltage,Low,9,2025-07-16 05:24:00,249,264.22,32.6
1483,2025-04-17 12:15:00,10,EQ-00263,Communication Loss,Medium,49,2025-04-17 20:09:00,474,57.62,4.96
1484,2025-01-09 12:15:00,13,EQ-00337,AC Fault,High,6,2025-01-09 13:28:00,73,106.06,12.36
1485,2025-08-08 07:00:00,12,EQ-00300,Communication Loss,Low,23,2025-08-08 10:04:00,184,420.09,52.38
1486,2025-02-23 10:45:00,20,EQ-00514,AC Fault,Medium,57,2025-02-23 11:55:00,70,183.43,30.73
1487,2025-05-11 20:15:00,11,EQ-00282,Low Irradiance,Medium,43,2025-05-12 02:27:00,372,22.64,2.75
1488,2025-01-20 09:15:00,11,EQ-00278,Grid Outage,Low,18,2025-01-20 16:32:00,437,79.09,13.33
1489,2025-05-29 15:30:00,11,EQ-00285,Inverter Failure,Low,59,2025-05-29 22:12:00,402,70.93,12.23
1490,2025-06-11 10:45:00,20,EQ-00515,Breaker Trip,Medium,21,2025-06-11 11:36:00,51,170.27,26.02
1491,2025-11-30 12:15:00,4,EQ-00093,Communication Loss,Low,50,2025-11-30 18:26:00,371,248.11,31.19
1492,2025-01-12 07:45:00,14,EQ-00373,Low Irradiance,Low,5,2025-01-12 09:11:00,86,41.1,4.02
1493,2025-05-09 05:00:00,2,EQ-00051,Low Irradiance,Medium,27,2025-05-09 09:00:00,240,23.66,2.15
1494,2025-11-14 19:30:00,8,EQ-00195,Over Voltage,Critical,20,2025-11-14 23:47:00,257,387.12,44.72
1495,2025-04-14 05:00:00,16,EQ-00414,Inverter Failure,Low,45,2025-04-14 06:45:00,105,282.43,48.88
1496,2025-03-20 11:15:00,8,EQ-00205,Transformer Overheating,Low,42,2025-03-20 15:57:00,282,82.44,9.85
1497,2025-07-03 08:00:00,13,EQ-00338,Transformer Overheating,Low,9,2025-07-03 14:52:00,412,248.94,44.5
1498,2025-08-30 12:15:00,14,EQ-00373,Breaker Trip,Medium,46,2025-08-30 15:50:00,215,415.59,57.48
1499,2025-10-01 09:45:00,8,EQ-00198,Under Voltage,Low,33,2025-10-01 17:17:00,452,328.71,45.12
1500,2025-11-26 21:15:00,20,EQ-00531,DC Fault,Low,23,2025-11-27 05:07:00,472,166.52,19.08
1501,2025-12-06 05:00:00,16,EQ-00421,Over Voltage,Medium,50,2025-12-06 06:53:00,113,26.77,2.57
1502,2025-05-09 07:45:00,4,EQ-00106,Transformer Overheating,Low,44,2025-05-09 12:59:00,314,334.46,43.94
1503,2025-01-31 22:00:00,16,EQ-00424,Inverter Failure,Critical,45,2025-02-01 00:51:00,171,462.45,55.1
1504,2025-07-08 05:00:00,13,EQ-00347,Communication Loss,Low,47,2025-07-08 06:32:00,92,463.46,67.53
1505,2025-08-02 05:45:00,19,EQ-00493,Breaker Trip,High,8,2025-08-02 08:44:00,179,97.55,11.45
1506,2025-10-20 02:00:00,6,EQ-00161,Under Voltage,Low,43,2025-10-20 03:11:00,71,262.3,28.9
1507,2025-10-26 07:30:00,5,EQ-00135,Communication Loss,Low,27,2025-10-26 14:13:00,403,152.56,26.83
1508,2025-05-14 05:45:00,10,EQ-00248,Breaker Trip,Critical,35,2025-05-14 11:04:00,319,277.56,49.6
1509,2025-11-18 04:15:00,3,EQ-00067,Over Voltage,Low,48,2025-11-18 05:50:00,95,442.9,48.42
1510,2025-07-28 01:00:00,6,EQ-00136,Under Voltage,Low,9,2025-07-28 03:34:00,154,154.38,17.29
1511,2025-10-28 21:30:00,4,EQ-00083,Transformer Overheating,Medium,43,2025-10-29 04:55:00,445,22.0,3.59
1512,2025-02-09 01:30:00,17,EQ-00455,Under Voltage,Low,54,2025-02-09 04:02:00,152,408.94,46.03
1513,2025-06-04 12:45:00,16,EQ-00410,AC Fault,Medium,57,2025-06-04 16:14:00,209,257.0,39.7
1514,2025-02-14 04:45:00,1,EQ-00005,DC Fault,High,34,2025-02-14 12:17:00,452,446.74,73.07
1515,2025-09-16 07:30:00,18,EQ-00461,AC Fault,Low,54,2025-09-16 12:46:00,316,388.33,34.82
1516,2025-03-12 18:00:00,10,EQ-00253,Under Voltage,Low,15,2025-03-13 01:43:00,463,214.24,35.49
1517,2025-09-25 21:30:00,9,EQ-00242,Over Voltage,Critical,22,2025-09-26 02:00:00,270,129.07,11.28
1518,2025-05-05 06:30:00,15,EQ-00400,Grid Outage,Low,44,2025-05-05 06:40:00,10,175.84,18.79
1519,2025-05-03 03:00:00,20,EQ-00537,Breaker Trip,Critical,48,2025-05-03 07:02:00,242,271.11,24.07
1520,2025-07-26 19:00:00,6,EQ-00143,AC Fault,Low,53,2025-07-27 01:14:00,374,402.7,46.89
1521,2025-04-03 03:00:00,16,EQ-00419,Transformer Overheating,Low,46,2025-04-03 09:13:00,373,170.72,17.27
1522,2025-05-02 19:00:00,12,EQ-00306,Under Voltage,Medium,23,2025-05-02 19:32:00,32,217.16,38.97
1523,2025-05-01 16:30:00,16,EQ-00422,Over Voltage,Medium,35,2025-05-01 20:20:00,230,69.02,7.91
1524,2025-10-13 10:30:00,7,EQ-00179,DC Fault,Medium,33,2025-10-13 11:24:00,54,152.28,20.05
1525,2025-07-01 06:30:00,18,EQ-00485,Inverter Failure,Low,47,2025-07-01 07:51:00,81,486.81,72.12
1526,2025-08-19 21:30:00,14,EQ-00362,Low Irradiance,Low,57,2025-08-19 22:06:00,36,151.98,12.95
1527,2025-07-09 10:30:00,8,EQ-00206,Under Voltage,Medium,54,2025-07-09 12:47:00,137,353.78,43.72
1528,2025-01-09 10:30:00,2,EQ-00036,Communication Loss,Critical,22,2025-01-09 12:08:00,98,357.19,59.77
1529,2025-07-30 01:15:00,19,EQ-00504,Transformer Overheating,Medium,50,2025-07-30 07:13:00,358,434.82,70.06
1530,2025-07-06 21:45:00,17,EQ-00441,Communication Loss,Low,6,2025-07-07 00:41:00,176,391.23,38.56
1531,2025-09-20 04:00:00,5,EQ-00134,Over Voltage,Medium,9,2025-09-20 06:21:00,141,100.68,8.88
1532,2025-12-17 08:15:00,14,EQ-00374,Over Voltage,Low,31,2025-12-17 15:37:00,442,49.54,6.21
1533,2025-03-29 19:45:00,1,EQ-00007,Communication Loss,Critical,58,2025-03-30 01:10:00,325,467.43,52.88
1534,2025-10-31 14:15:00,20,EQ-00528,Breaker Trip,Low,53,2025-10-31 15:28:00,73,483.07,77.38
1535,2025-09-21 04:30:00,9,EQ-00220,AC Fault,Medium,55,2025-09-21 07:11:00,161,492.99,74.89
1536,2025-05-22 13:30:00,18,EQ-00465,Low Irradiance,Low,7,2025-05-22 17:41:00,251,197.25,28.94
1537,2025-03-24 13:15:00,6,EQ-00136,Communication Loss,High,47,2025-03-24 20:45:00,450,492.88,81.49
1538,2025-04-18 12:00:00,9,EQ-00225,Low Irradiance,High,37,2025-04-18 16:10:00,250,148.74,22.34
1539,2025-05-29 12:00:00,2,EQ-00051,Low Irradiance,Low,57,2025-05-29 19:50:00,470,365.6,52.94
1540,2025-12-17 18:45:00,6,EQ-00157,DC Fault,Low,19,2025-12-18 01:00:00,375,153.01,21.56
1541,2025-09-19 03:30:00,13,EQ-00342,DC Fault,Medium,22,2025-09-19 08:17:00,287,320.24,27.78
1542,2025-10-11 07:00:00,1,EQ-00002,Inverter Failure,Medium,27,2025-10-11 10:44:00,224,325.82,31.62
1543,2025-03-03 01:15:00,12,EQ-00310,Communication Loss,Low,29,2025-03-03 06:44:00,329,153.56,20.72
1544,2025-10-19 21:45:00,7,EQ-00174,Over Voltage,Medium,28,2025-10-20 05:04:00,439,256.08,40.37
1545,2025-07-05 00:00:00,7,EQ-00184,Inverter Failure,Low,59,2025-07-05 03:05:00,185,244.57,42.37
1546,2025-07-21 12:45:00,6,EQ-00152,DC Fault,Low,36,2025-07-21 19:27:00,402,154.13,22.92
1547,2025-01-04 02:45:00,6,EQ-00148,AC Fault,Medium,24,2025-01-04 05:41:00,176,429.4,52.22
1548,2025-01-26 10:45:00,13,EQ-00340,Breaker Trip,High,50,2025-01-26 15:08:00,263,349.02,41.81
1549,2025-01-22 22:45:00,9,EQ-00230,Breaker Trip,Medium,13,2025-01-23 03:03:00,258,42.11,6.76
1550,2025-10-10 06:45:00,17,EQ-00448,Low Irradiance,Low,30,2025-10-10 10:13:00,208,282.25,42.98
1551,2025-07-09 18:45:00,17,EQ-00447,Transformer Overheating,Medium,25,2025-07-10 01:11:00,386,454.83,79.0
1552,2025-08-08 03:45:00,19,EQ-00490,Inverter Failure,Low,45,2025-08-08 05:44:00,119,110.7,18.51
1553,2025-04-25 19:15:00,20,EQ-00520,Grid Outage,Medium,42,2025-04-26 01:17:00,362,298.37,39.9
1554,2025-07-14 15:45:00,17,EQ-00436,Over Voltage,Low,43,2025-07-14 18:30:00,165,416.72,37.82
1555,2025-10-15 10:45:00,2,EQ-00039,Over Voltage,Low,52,2025-10-15 13:51:00,186,39.1,5.62
1556,2025-10-23 10:00:00,7,EQ-00182,Low Irradiance,Low,5,2025-10-23 12:25:00,145,438.75,47.82
1557,2025-12-28 18:30:00,12,EQ-00300,AC Fault,Low,51,2025-12-28 22:55:00,265,28.2,3.98
1558,2025-06-22 05:45:00,15,EQ-00381,Transformer Overheating,Medium,13,2025-06-22 06:52:00,67,193.61,15.69
1559,2025-06-03 16:45:00,7,EQ-00188,Over Voltage,Medium,52,2025-06-03 23:50:00,425,273.56,38.13
1560,2025-10-27 19:00:00,20,EQ-00531,Breaker Trip,Low,27,2025-10-28 00:00:00,300,70.33,12.53
1561,2025-12-15 15:00:00,9,EQ-00221,Communication Loss,High,16,2025-12-15 20:19:00,319,121.34,21.38
1562,2025-11-21 06:00:00,12,EQ-00300,Over Voltage,Low,51,2025-11-21 08:26:00,146,270.48,27.49
1563,2025-02-17 00:30:00,7,EQ-00169,Inverter Failure,Low,40,2025-02-17 05:08:00,278,248.67,28.95
1564,2025-12-29 12:30:00,14,EQ-00366,Over Voltage,Low,57,2025-12-29 18:53:00,383,461.84,54.42
1565,2025-03-10 00:45:00,20,EQ-00519,Breaker Trip,Medium,23,2025-03-10 04:43:00,238,67.03,10.98
1566,2025-01-14 04:45:00,8,EQ-00210,AC Fault,Medium,20,2025-01-14 09:39:00,294,359.29,49.64
1567,2025-03-23 19:30:00,18,EQ-00462,Communication Loss,High,17,2025-03-23 22:07:00,157,488.87,51.09
